winery,region_1,province,country
Silverado,Napa County,California,US
Tosti,Moscato d'Asti,Piedmont,Italy
Red Guitar,Navarra,Northern Spain,Spain
Peter Weber,Alsace,Alsace,France
Gruppo Casaleone,Barbera d'Asti,Piedmont,Italy
Michele Chiarlo,Barbera d'Asti,Piedmont,Italy
Tenimenti Ca' Bianca,Barolo,Piedmont,Italy
Tosti,Italy,Italy Other,Italy
Ca'Romè,Barolo,Piedmont,Italy
Fujishin,,Idaho,US
Domaine Terre de Mistral,Côtes de Provence Sainte-Victoire,Provence,France
Fire Road,,Marlborough,New Zealand
Galil Mountain,,Upper Galilee,Israel
Montespina,Rueda,Northern Spain,Spain
Novy,Santa Lucia Highlands,California,US
One Woman,North Fork of Long Island,New York,US
Raymond,Oakville,California,US
Vilafonté,,Paarl,South Africa
Vinyes del Terrer,Tarragona,Catalonia,Spain
Château Maupague,Côtes de Provence Sainte-Victoire,Provence,France
Corley Reserve,Oak Knoll District,California,US
Cult X,Russian River Valley,California,US
Domaine Albert Mann,Crémant d'Alsace,Alsace,France
Emblem,Napa Valley,California,US
Greywacke,,Marlborough,New Zealand
Domaine Joël Delaunay,,Loire Valley,France
Duck Pond,Willamette Valley,Oregon,US
Fairsing,Willamette Valley,Oregon,US
Finca Agostino,Mendoza,Mendoza Province,Argentina
Graziano,Mendocino County,California,US
Olek Bondonio,Barbaresco,Piedmont,Italy
Pertinace,Barbaresco,Piedmont,Italy
Salvano,Barbaresco,Piedmont,Italy
Sidecar,Oregon,Oregon,US
Union de Vignerons de l'Île de Beauté,Corse,France Other,France
King Estate,McMinnville,Oregon,US
Monte del Frá,Valpolicella Classico Superiore,Veneto,Italy
Montresor,Valpolicella Ripasso,Veneto,Italy
Nice,Napa Valley,California,US
Olabisi,Napa Valley,California,US
Romain Bouchard,Chablis,Burgundy,France
Roza Ridge,Rattlesnake Hills,Washington,US
Senda 66,La Mancha,Central Spain,Spain
Shaya,Rueda,Northern Spain,Spain
Terre di Leone,Valpolicella Classico,Veneto,Italy
Thelema,,Elgin,South Africa
Volteo,Vino de la Tierra de Castilla,Central Spain,Spain
L. Tramier & Fils,Mercurey,Burgundy,France
Buitenverwachting,,Coastal Region,South Africa
Ca' Rugate,Valpolicella Superiore Ripasso,Veneto,Italy
Denis Dutron,Mâcon-Fuissé,Burgundy,France
Domaine Bernard Millot,Bourgogne,Burgundy,France
Domaine Jean-Paul et Benoît Droin,Chablis,Burgundy,France
Folie à Deux,Alexander Valley,California,US
Henri de Villamont,Bourgogne,Burgundy,France
Maculan,Veneto,Veneto,Italy
Peza do Rei,Ribeira Sacra,Galicia,Spain
Nuiton-Beaunoy,Hautes Côtes de Nuits,Burgundy,France
Saddleback Cellars,Napa Valley,California,US
Epiphany,Santa Barbara County,California,US
Flora Springs,Napa Valley,California,US
Garcia Schwaderer,,Itata Valley,Chile
Gérard Bertrand,La Clape,Languedoc-Roussillon,France
Poiema,Santa Lucia Highlands,California,US
Sauska,,Villány,Hungary
College Cellars,Walla Walla Valley (WA),Washington,US
Poseidon,Los Carneros,California,US
Seven Angels,Paso Robles,California,US
Stapleton & Springer,,Moravia,Czech Republic
Philo Ridge,Anderson Valley,California,US
Standing Sun,Santa Barbara County,California,US
Tenuta San Leonardo,Vigneti delle Dolomiti,Northeastern Italy,Italy
Tenute Lunelli,Trentino,Northeastern Italy,Italy
Shannon,Lake County,California,US
Sleeping Giant,Carneros,California,US
Spoto,Napa Valley,California,US
Vigne Guadagno,Fiano di Avellino,Southern Italy,Italy
A.P. Vin,Sonoma Coast,California,US
Baily,Temecula Valley,California,US
Beckmen,Ballard Canyon,California,US
Castelvecchio,,Northeastern Italy,Italy
Cave de Ribeauvillé,Alsace,Alsace,France
Château de Chaintres,Saumur-Champigny,Loire Valley,France
Château Vircoulon,Bordeaux Blanc,Bordeaux,France
Child's Play,Willamette Valley,Oregon,US
Domaine Charles Frey,Alsace,Alsace,France
Domaine du Petit Clocher,Crémant de Loire,Loire Valley,France
Martin & Weyrich,Paso Robles,California,US
Señorío de Sarria,Navarra,Northern Spain,Spain
Cinnabar,Lodi,California,US
Standing Stone,Finger Lakes,New York,US
Tenuta Sette Ponti,Toscana,Tuscany,Italy
Valsanzo,Ribera del Duero,Northern Spain,Spain
Wellington,Sonoma County,California,US
La Capilla,Paso Robles,California,US
Eleusis,Rías Baixas,Galicia,Spain
Vina Robles,Paso Robles,California,US
Avignonesi,Vin Santo di Montepulciano,Tuscany,Italy
Langtry,Lake County,California,US
Leth,,Wagram-Donauland,Austria
Maior de Mendoza,Rías Baixas,Galicia,Spain
Mastrojanni,Brunello di Montalcino,Tuscany,Italy
Palazzo,Brunello di Montalcino,Tuscany,Italy
Patterson,Columbia Valley (WA),Washington,US
Piccini,Brunello di Montalcino,Tuscany,Italy
Pietroso,Brunello di Montalcino,Tuscany,Italy
Poseidon,Carneros,California,US
Radius,Washington,Washington,US
San Giacomo,Brunello di Montalcino,Tuscany,Italy
Syncline,Columbia Gorge (WA),Washington,US
Cameron Hughes,Oak Knoll District,California,US
Château Bibian,Haut-Médoc,Bordeaux,France
Château de Braude,Haut-Médoc,Bordeaux,France
Il Poggiolo,Brunello di Montalcino,Tuscany,Italy
La Rasina,Brunello di Montalcino,Tuscany,Italy
Zarate,Rías Baixas,Galicia,Spain
Del Dotto,Fort Ross-Seaview,California,US
Eleven,Washington,Washington,US
Elsom Cellars,Columbia Valley (WA),Washington,US
Fayolle Fils & Fille,Hermitage,Rhône Valley,France
Jean Daneel,,Western Cape,South Africa
La Rochelle,Santa Lucia Highlands,California,US
Kendall-Jackson,Santa Barbara-Monterey,California,US
Kirchmayr,,Kamptal,Austria
Maggy Hawk,Anderson Valley,California,US
Pride Mountain,Napa-Sonoma,California,US
Rabl,,Kamptal,Austria
Domaines Ott,Bandol,Provence,France
Elyse,Napa Valley,California,US
Domaine du Grand Montmirail,Gigondas,Rhône Valley,France
Agricola Punica,Isola dei Nuraghi,Sicily & Sardinia,Italy
Cellers Sant Rafel,Montsant,Catalonia,Spain
Testarossa,Central Coast,California,US
Valdez,Rockpile,California,US
XYZin,Russian River Valley,California,US
Elements of Sonoma,Knights Valley,California,US
Forchini,Dry Creek Valley,California,US
Gallo Family Vineyards,Sonoma County,California,US
Marc Kreydenweiss,Alsace,Alsace,France
Blandy's,,Madeira,Portugal
Ca' del Solo,Monterey County,California,US
Cloudline,Oregon,Oregon,US
Francis Ford Coppola,Alexander Valley,California,US
Trentadue,Alexander Valley,California,US
Scala Dei,Priorat,Catalonia,Spain
Meadowcroft,Sonoma County,California,US
Plaisir De Merle,,Paarl,South Africa
Firestone,Central Coast,California,US
Havana Hills,,Western Cape,South Africa
J. Lohr,Monterey,California,US
Mas Nicolas,,Stellenbosch,South Africa
Mendocino Gold,Mendocino County,California,US
Hardys,Adelaide Hills,South Australia,Australia
Sokol Blosser,Oregon,Oregon,US
Abacela,Oregon,Oregon,US
New World,,Western Cape,South Africa
Niel Joubert,,Paarl,South Africa
Perry Creek,El Dorado County,California,US
Imagery,Paso Robles,California,US
Maddalena,Central Coast,California,US
Imagery,Sonoma Valley,California,US
Rosenblum,California,California,US
Redwood,California,California,US
Bodegas Concavins,Conca de Barberà,Catalonia,Spain
Wild Pig,Pays d'Oc,Languedoc-Roussillon,France
Barton & Guestier,Pays d'Oc,Languedoc-Roussillon,France
Cantina del Nebbiolo,Barbaresco,Piedmont,Italy
CarlindePaolo,Barbera d'Asti,Piedmont,Italy
Cascina Radice,Barbera d'Asti Superiore,Piedmont,Italy
Clos Pons,Costers del Segre,Catalonia,Spain
Coleccion Privada,,Maule Valley,Chile
Cuyen,,Central Valley,Chile
Domaine Gueguen,Bourgogne,Burgundy,France
Domaine Pascal et Mireille Renaud,Mâcon-Villages,Burgundy,France
J. Bouchon,,Maule Valley,Chile
Albert Bichot,Mâcon-Villages,Burgundy,France
La Spinetta,Barbaresco,Piedmont,Italy
Loron et Fils,Mâcon-Villages,Burgundy,France
Maryhill,Walla Walla Valley (WA),Washington,US
Pietro Rinaldi,Barbaresco,Piedmont,Italy
Grgich Hills,Napa Valley,California,US
Bridgeview,Southern Oregon,Oregon,US
Vin Nostro,Alexander Valley,California,US
Kalbarri,South Eastern Australia,Australia Other,Australia
Harveys,Jerez,Andalucia,Spain
Erath,Oregon,Oregon,US
Snake River,Idaho,Idaho,US
Bridgeview,Oregon,Oregon,US
Celler La Bollidora,Terra Alta,Catalonia,Spain
Pacific Oasis,Santa Barbara County,California,US
Norman,Paso Robles,California,US
Panthea,Anderson Valley,California,US
Kitá,Santa Ynez Valley,California,US
LaStella,Okanagan Valley,British Columbia,Canada
Lorenzi Estate,Temecula,California,US
Loring Wine Company,Russian River Valley,California,US
Lucien Lardy,Morgon,Beaujolais,France
Barone Pizzini,Franciacorta,Lombardy,Italy
Cave Spring,Beamsville Bench,Ontario,Canada
Cedarville Vineyard,El Dorado,California,US
D.R. Stephens,Rutherford,California,US
Jean Laurent,Champagne,Champagne,France
Louis Roederer,Champagne,Champagne,France
A.R. Lenoble ,Champagne,Champagne,France
Corte Moschina,Lessini Durello,Veneto,Italy
McEvoy Ranch,Marin County,California,US
Meadowcroft,Dry Creek Valley,California,US
Melville,Santa Barbara County,California,US
Mercy,Arroyo Seco,California,US
Merryvale,St. Helena,California,US
Metz Road,Monterey,California,US
Starborough,,Marlborough,New Zealand
Kokomo,Sonoma Coast,California,US
Vignamaggio,Toscana,Tuscany,Italy
Tenuta di Trecciano,Chianti Colli Senesi,Tuscany,Italy
Textbook,Napa Valley,California,US
Banfi,Chianti Classico,Tuscany,Italy
Bellini,Chianti Rufina,Tuscany,Italy
Aia Vecchia,Toscana,Tuscany,Italy
Atmosphere,Sonoma Valley,California,US
Bodegas Mähler-Besse,Jumilla,Levante,Spain
Cipriana,Bolgheri Superiore,Tuscany,Italy
Eucaliptus,Bolgheri,Tuscany,Italy
Château de Minière,Bourgueil,Loire Valley,France
Château Fonguillon,Montagne-Saint-Émilion,Bordeaux,France
Château La Rame,Saint-Croix-du-Mont,Bordeaux,France
Pascal & Nicolas Reverdy,Sancerre,Loire Valley,France
Chrysorroyiatissa,,Cyprus,Cyprus
Frank Cornelissen,Etna,Sicily & Sardinia,Italy
Gnarly Head,Lodi,California,US
Yali,,Rapel Valley,Chile
Paradise Ridge,Russian River Valley,California,US
Pasion de Tango,Mendoza,Mendoza Province,Argentina
Dutch Bill Creek,Sonoma Coast,California,US
Heavenly Retreat,,Recas,Romania
Alpataco,Neuquén,Other,Argentina
Black Box,Monterey County,California,US
Château Lamothe-Vincent,Bordeaux,Bordeaux,France
Protopapas,,Pageon,Greece
San Giuseppe,Veneto,Veneto,Italy
Zenaida Cellars,Paso Robles,California,US
Calama,,Central Valley,Chile
Santi,Trentino,Northeastern Italy,Italy
Pepperwood Grove,California,California,US
Piccini,Chianti,Tuscany,Italy
Viña Casas del Bosque,,Casablanca Valley,Chile
La Palma,,Cachapoal Valley,Chile
Guelbenzu,,Colchagua Valley,Chile
MacMurray Ranch,Sonoma Coast,California,US
Bartenura,Veneto,Veneto,Italy
Quinta da Aveleda,,Vinho Verde,Portugal
Vino de Eyzaguirre,,Colchagua Valley,Chile
Domaine Michel Fonne,Crémant d'Alsace,Alsace,France
Freja,Chehalem Mountains,Oregon,US
Gino Fasoli,Prosecco,Veneto,Italy
Miklus,Collio,Northeastern Italy,Italy
Nga Waka,,Martinborough,New Zealand
North 42 Degrees,Lake Erie North Shore,Ontario,Canada
Schlumberger Wein- und Sektkellerei,,Niederösterreich,Austria
Shooting Star,Lake County,California,US
La Tordera,Prosecco Treviso,Veneto,Italy
Louis Chalvon,Champagne,Champagne,France
Wilderotter,Shenandoah Valley (CA),California,US
Yamhill Valley,McMinnville,Oregon,US
Borgoluce,Valdobbiadene Prosecco Superiore,Veneto,Italy
Althéa,Valdobbiadene Prosecco Superiore,Veneto,Italy
eco.love,,South Island,New Zealand
Tenuta di Serramarrocco,Sicilia,Sicily & Sardinia,Italy
Viña Bujanda,Rioja,Northern Spain,Spain
Vignerons de Bel Air,Côte de Brouilly,Beaujolais,France
Windsor Sonoma,Alexander Valley,California,US
Y Rousseau,Sonoma Valley,California,US
Smasne Cellars,Columbia Valley (WA),Washington,US
Château Tanunda,Barossa,South Australia,Australia
Di Giovanna,Sicilia,Sicily & Sardinia,Italy
Domaine Marc Jambon,Mâcon-Pierreclos,Burgundy,France
Hangtime,Arroyo Seco,California,US
Hosmer,New York,New York,US
J. Garcia Carrion,La Mancha,Central Spain,Spain
Knapp,Cayuga Lake,New York,US
Murganheira,,Vinho Espumante de Qualidade,Portugal
Allure,California,California,US
Adams Bench,Columbia Valley (WA),Washington,US
Animale,Columbia Valley (WA),Washington,US
Argyros,,Santorini,Greece
Testarossa,Santa Maria Valley,California,US
Thymiopoulos,,Naoussa,Greece
Jean-Claude Debeaune,Pouilly-Fuissé,Burgundy,France
Louis Latour,Chassagne-Montrachet,Burgundy,France
Mano A Mano,Vino de la Tierra de Castilla,Central Spain,Spain
Ousterhout,Russian River Valley,California,US
Ceuso,Sicilia,Sicily & Sardinia,Italy
Domaine La Soufrandise,Pouilly-Fuissé,Burgundy,France
Finca La Mata,Ribera del Duero,Northern Spain,Spain
Hauner,Salina,Sicily & Sardinia,Italy
Amador Foothill Winery,Shenandoah Valley (CA),California,US
Antonino Tringali-Casanuova,Bolgheri,Tuscany,Italy
Château Toumilon,Graves,Bordeaux,France
Eventide Cellar,,Wellington,South Africa
Bonneau,Napa Valley,California,US
Valsanzo,Rueda,Northern Spain,Spain
Hunter Ashby,Napa Valley,California,US
Nicholls,Napa Valley,California,US
Pago de Larrainzar,Navarra,Northern Spain,Spain
L'Egrégoire,Bordeaux,Bordeaux,France
Loring Wine Company,Paso Robles,California,US
Old Well House,,Western Cape,South Africa
Bodegas Franco-Españolas,Rioja,Northern Spain,Spain
Bodegas Leza García,Rioja,Northern Spain,Spain
Boatique,Red Hills Lake County,California,US
Cerulean,Columbia Gorge (WA),Washington,US
Charles Smith,Washington,Washington,US
Château Abelyce,Saint-Émilion,Bordeaux,France
Château Bellevue Peycharneau,Sainte-Foy Bordeaux,Bordeaux,France
Château le Prieuré,Saint-Émilion,Bordeaux,France
Château Moncets,Lalande de Pomerol,Bordeaux,France
Château Moulin de Blanchon,Haut-Médoc,Bordeaux,France
Clarendelle,Bordeaux Blanc,Bordeaux,France
DENO,Paso Robles,California,US
Domaine de la Bonne Tonne,Morgon,Beaujolais,France
Sextant,Santa Lucia Highlands,California,US
Sweet Cheeks,Oregon,Oregon,US
Telaya,Yakima Valley,Washington,US
Winc,Sonoma Coast,California,US
L. Tramier & Fils,Chiroubles,Beaujolais,France
Laurelwood,Willamette Valley,Oregon,US
Lion des Aubrots,Côtes de Bourg,Bordeaux,France
Mamete Prevostini,Valtellina Superiore,Lombardy,Italy
Pacific Rim,Yakima Valley,Washington,US
Jalits,,Burgenland,Austria
Levendi,Napa Valley,California,US
Luna,Napa Valley,California,US
Michael Mondavi Family Estate,Napa Valley,California,US
Morell-Peña,Columbia Valley (WA),Washington,US
Ramey,Russian River Valley,California,US
Rasa,Walla Walla Valley (WA),Washington,US
Rasa,Horse Heaven Hills,Washington,US
Ron Rubin,Green Valley,California,US
Saracina,Mendocino County,California,US
Sequel,Columbia Valley (WA),Washington,US
Toccata,Santa Barbara County,California,US
Ferraton Pere et Fils,Hermitage,Rhône Valley,France
Mas Champart,Saint-Chinian,Languedoc-Roussillon,France
Tardieu-Laurent,Crozes-Hermitage,Rhône Valley,France
Jada Vineyard & Winery,Paso Robles,California,US
Laughing Stock,Okanagan Valley,British Columbia,Canada
Manzone Fratelli,Barolo,Piedmont,Italy
Ca' Viola,Barolo,Piedmont,Italy
Darioush,Napa Valley,California,US
Gordon Estate,Columbia Valley (WA),Washington,US
Prinsi,Barbaresco,Piedmont,Italy
Mascarello Giuseppe e Figlio,Barolo,Piedmont,Italy
Alzinger,,Wachau,Austria
Barden,Santa Barbara County,California,US
J & J,Walla Walla Valley (WA),Washington,US
Vista d'Oro,Okanagan Valley,British Columbia,Canada
Col d'Orcia,Rosso di Montalcino,Tuscany,Italy
Eliseo Silva,Columbia Valley (WA),Washington,US
Enkidu,Sonoma County,California,US
Flinders Run,Southern Flinders Ranges,South Australia,Australia
Glen Fiona,Columbia Valley (WA),Washington,US
Guarachi Family,Napa Valley,California,US
Hightower,Columbia Valley (WA),Washington,US
Wild Horse,Central Coast,California,US
Bleasdale,Langhorne Creek,South Australia,Australia
Bouchaine,Napa-Carneros,California,US
Magnificent Wine Company,Columbia Valley (WA),Washington,US
Grant Burge,Barossa Valley,South Australia,Australia
Coto de Imaz,Rioja,Northern Spain,Spain
Pontin del Roza,Yakima Valley,Washington,US
Ste. Chapelle,Idaho,Idaho,US
Stefano Lubiana,Tasmania,Tasmania,Australia
Marchesi de' Frescobaldi,Rosso di Montalcino,Tuscany,Italy
Hollick,Coonawarra,South Australia,Australia
Hollick,Limestone Coast,South Australia,Australia
Huguet de Can Feixes,Catalonia,Catalonia,Spain
Sariah Cellars,Red Mountain,Washington,US
Rutz,Russian River Valley,California,US
Mayo,Russian River Valley,California,US
Mayoral,Jumilla,Levante,Spain
Condes de Albarei,Rías Baixas,Galicia,Spain
Gallo of Sonoma,Dry Creek Valley,California,US
Gargiulo,Oakville,California,US
Oliverhill,McLaren Vale,South Australia,Australia
II Moons,Paso Robles,California,US
Alta Vista,Luján de Cuyo,Mendoza Province,Argentina
Asuncion Ridge,San Luis Obispo County,California,US
Chimney Rock,Stags Leap District,California,US
Joseph Perrier,Champagne,Champagne,France
Domaine Drouhin Oregon,Dundee Hills,Oregon,US
Maso Martis,Trento,Northeastern Italy,Italy
Rosenhof,,Burgenland,Austria
Taittinger,Champagne,Champagne,France
Viña Cobos,Luján de Cuyo,Mendoza Province,Argentina
Mvemve Raats,,Stellenbosch,South Africa
Spell,Mendocino County,California,US
Pol Roger,Champagne,Champagne,France
Beaulieu Vineyard,Napa Valley,California,US
Cave Spring,Niagara Peninsula,Ontario,Canada
Ch.igai Takaha,Sta. Rita Hills,California,US
Petite Sirène,Bordeaux,Bordeaux,France
Laird,Carneros,California,US
Louis Chavy,Bourgogne,Burgundy,France
Tinazzi,Lugana,Lombardy,Italy
Cru,Monterey County,California,US
Domaine de Pajot,Côtes de Gascogne,Southwest France,France
Guyomar,Paso Robles,California,US
Vigneti Villabella,Lugana,Lombardy,Italy
Château la Petite Roque,Blaye Côtes de Bordeaux,Bordeaux,France
Château le Castellot,Montravel,Southwest France,France
Collection 35,Sta. Rita Hills,California,US
Due Cani,Spring Mountain District,California,US
Fleury,Bordeaux,Bordeaux,France
Grochau,Eola-Amity Hills,Oregon,US
Gunsight Rock,Paso Robles,California,US
Sanglier Cellars,Sonoma County,California,US
Stama,Lodi,California,US
The Full,Napa Valley,California,US
The Federalist,Lodi,California,US
Tofanelli Family,Napa Valley,California,US
Ugo Lequio,Barbaresco,Piedmont,Italy
Vite Colte,Barbaresco,Piedmont,Italy
Wirra Wirra,McLaren Vale,South Australia,Australia
Albert Bichot,Saint-Véran,Burgundy,France
Animale,Oregon,Oregon,US
Argiolas,Monica di Sardegna,Sicily & Sardinia,Italy
August Briggs,Calistoga,California,US
Beni di Batasiolo,Barbaresco,Piedmont,Italy
